Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
XPeng Inc ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-0.75,2.73%,775.87M,-9.33%,14.41B,102.19,0.18,0.00%,755.00M,-10.16%,-705.84M,-,-0.13,14.82%,3.90%,-17.98%,6.94B,2.08,78.03%,12.44%,3.11,44.96%,4.46,4.17,197.10%,-6.06%,29.43M,151.97%,6.80,2.73,-,-15.52%,6.60,27.16,57.11%,-,-,-1.37%,-12.22%,-31.63%,2.56,-,1.07,76.03%,14.88%,181.36%,0.85,-,1.21,49.81%,-14.08%,42.86,4.17%,4.48%,15364,0.58,50.45%,-10.17%,1.51,21.64,Yes / Yes,0.36,52.40%,-,0.56,18.65,6.02%,53.90%,138.52%,May 21 BMO,9.47M,18.57,-5.96%,-5.13%,18.28%,"

","5,294,129",-0.43%,XPEV
XPEL Inc,Consumer Cyclical,Auto Parts,USA,NASD,RUT,21.18,1.71,22.30%,27.66M,-3.81%,1.00B,16.00,2.27,-0.08%,21.50M,-3.87%,47.41M,-,0.53,82.00%,10.12%,14.07%,434.10M,2.31,10.30%,6.85%,9.11,-18.17%,8.51,4.27,24.73%,17.14%,2.17M,-6.56%,0.85,42.67,-,22.48%,24.25,48.58,-9.09%,-,19.97,26.59%,18.86%,-25.26%,1.86,-,1.51,26.47%,42.24%,49.73%,1.27,-,4.29,-1.37%,14.06%,52.08,3.15%,2.51%,1143,0.09,8.37%,10.92%,1.67,46.00,Yes / Yes,0.07,28.61%,0.00%,0.73,37.58,6.58%,13.43%,15.21%,May 06 BMO,238.83K,36.31,-0.61%,10.51%,-5.50%,"

","175,434",-3.38%,XPEL
XP Inc,Financial,Capital Markets,Brazil,NASD,-,12.87,1.55,31.40%,428.02M,-0.25%,10.49B,10.34,1.93,0.00%,361.50M,6.07%,841.66M,0.98,0.42,59.53%,3.76%,30.39%,3.15B,3.33,11.16%,-6.69%,1.78,51.75%,6.91,2.88,14.96%,1.44%,13.59M,14.62%,2.73,7.30,13.13%,21.71%,10.82,20.64,68.02%,0.98 (4.93%),1.24,23.61%,18.04%,-3.54%,1.17,0.65 (3.26%),0.18,18.93%,69.45%,84.01%,0.59,"Dec 10, 2024",0.18,1.33%,33.46%,62.66,2.64%,1.73%,7442,3.88,-2.79%,26.68%,1.33,22.17,Yes / Yes,0.27,4.79%,0.04%,0.68,20.03,-2.10%,4.58%,-9.35%,May 20 AMC,7.63M,19.91,2.33%,15.84%,26.19%,"

","5,162,245",-0.60%,XP
Exxon Mobil Corp,Energy,Oil & Gas Integrated,USA,NYSE,S&P 500,15.08,7.56,0.11%,4.31B,6.32%,491.30B,14.60,7.81,-0.09%,4.30B,5.37%,33.17B,1.96,1.50,66.28%,1.01%,0.32%,339.74B,1.45,-16.27%,0.25%,2.47,1.95%,60.96,1.87,19.74%,8.00%,43.64M,3.60%,4.30,26.54,7.69%,14.18%,97.80,126.34,5.98%,4.00 (3.51%),17.43,18.47%,11.22%,-9.77%,0.47,3.92 (3.44%),0.90,5.83%,22.20%,16.56%,2.26,"May 15, 2025",1.24,-7.18%,11.60%,72.13,0.87%,1.23%,61000,0.14,2.36%,9.76%,1.94,122.72,Yes / Yes,0.12,-14.19%,49.00%,1.10,112.48,-3.73%,0.80%,-0.20%,May 02 BMO,17.64M,114.00,8.04%,7.76%,1.86%,"

","19,408,999",1.35%,XOM
Xometry Inc,Industrials,Specialty Industrial Machinery,USA,NASD,RUT,-,-0.99,14.54%,48.99M,-7.70%,1.57B,44.87,0.69,-1.46%,43.31M,-9.42%,-48.86M,-,0.04,89.66%,10.99%,22.19%,573.81M,2.74,814.86%,-0.37%,7.01,-10.62%,6.14,5.06,142.06%,-7.07%,4.76M,135.84%,4.57,6.80,-,-15.50%,11.08,45.33,-27.19%,-,-,-8.00%,-8.16%,-31.48%,0.83,-,3.69,46.72%,36.57%,180.32%,1.86,-,3.74,27.83%,-8.85%,45.72,4.19%,3.65%,1088,0.95,19.35%,-8.52%,1.80,34.89,Yes / Yes,0.93,12.40%,-,1.08,30.69,1.91%,484.62%,23.05%,May 06 BMO,678.60K,31.06,-7.47%,6.31%,9.82%,"

","734,835",1.21%,XMTR
Xenia Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,NYSE,RUT,54.51,0.22,0.74%,98.70M,-2.48%,1.21B,64.62,0.19,0.00%,97.97M,-0.73%,22.77M,-,0.29,95.58%,3.62%,-2.55%,1.06B,1.14,107.60%,-2.11%,3.69,-23.97%,12.25,1.00,-39.32%,0.79%,3.54M,-15.38%,1.84,6.62,-,1.83%,8.55,16.50,-17.83%,0.54 (4.42%),22.20,-20.52%,0.86%,-26.00%,1.67,0.50 (4.10%),2.07,-1.99%,12.35%,42.81%,0.34,"Jun 30, 2025",2.07,12.66%,8.81%,54.48,2.25%,1.92%,46,1.19,3.57%,2.15%,1.83,13.80,Yes / Yes,1.19,85.44%,311.49%,0.62,12.31,4.95%,166.43%,8.01%,May 02 BMO,960.28K,12.21,1.10%,7.96%,-10.38%,"

","599,556",-0.81%,XHR
XChange Tec.Inc. ADR,Financial,Insurance Brokers,China,NASD,-,-,-,0.29%,1.00M,-0.74%,1.35M,-,-,380.13%,1.00M,-13.46%,-,-,-,0.09%,7.82%,-92.03%,-,-,-,-96.30%,0.20,-95.70%,-2628.17,-,-,-,0.08M,-99.54%,1.20,1.13,-,-,1.25,1200.00,-92.17%,-,-,86.14%,-,-99.89%,-0.80,-,0.02,-25.95%,-,8.00%,0.31,-,0.03,169.04%,-,31.71,1.22%,4.01%,38,-,-,-,-,53.75,No / Yes,-,-,-,0.01,1.35,-2.58%,87.91%,-,-,389.75K,1.35,-9.27%,-48.08%,-97.52%,"

","4,771",0.00%,XHG
Xenon Pharmaceuticals Inc,Healthcare,Biotechnology,Canada,NASD,-,-,-3.22,3.05%,76.59M,-1.43%,2.43B,-,-4.39,-3.05%,74.39M,4.66%,-251.45M,-,-0.99,97.49%,4.53%,-9.87%,7.50M,324.33,-33.46%,0.73%,3.36,-19.65%,9.19,3.45,-9.40%,-30.25%,3.37M,-16.67%,7.16,4.43,-13.72%,-31.60%,26.74,46.00,-19.13%,-,-,-14.28%,-35.35%,-31.09%,1.10,-,17.66,-,65.07%,18.55%,1.41,-,17.66,-18.58%,-3906.60%,49.06,1.66%,2.06%,327,0.01,-100.00%,-3352.61%,1.05,55.18,Yes / Yes,0.01,-33.82%,-,0.54,32.02,176.31%,7.39%,-,May 12 AMC,1.00M,31.70,2.80%,-3.64%,-16.16%,"

","538,111",-1.00%,XENE
"Xcel Energy, Inc",Utilities,Utilities - Regulated Electric,USA,NASD,"NDX, S&P 500",19.35,3.39,0.23%,576.55M,-4.80%,37.86B,15.89,4.13,0.16%,575.45M,-9.30%,1.93B,2.28,0.66,86.69%,1.54%,-6.59%,13.73B,2.76,8.99%,1.68%,2.31,-4.15%,34.35,1.91,8.33%,2.79%,8.85M,20.81%,2.14,30.63,8.48%,10.26%,51.97,73.38,-2.77%,2.30 (3.50%),-,5.44%,3.86%,-10.53%,0.38,2.23 (3.40%),0.70,3.15%,22.29%,26.32%,1.29,"Jun 13, 2025",0.80,2.14%,17.75%,33.17,1.49%,1.16%,11380,1.63,-0.44%,14.06%,1.78,77.00,Yes / Yes,1.53,-4.63%,63.69%,0.91,66.79,-0.67%,-8.80%,7.16%,Apr 24 BMO,3.82M,65.65,-4.78%,-5.62%,-3.02%,"

","3,460,185",-1.71%,XEL
United States Steel Corp,Basic Materials,Steel,USA,NYSE,-,186.15,0.29,1.70%,226.42M,1.76%,12.42B,17.82,3.08,0.00%,222.58M,35.91%,97.00M,10.21,0.51,97.12%,9.91%,31.51%,15.16B,0.82,-16.41%,12.24%,2.49,61.20%,49.63,1.10,71.99%,0.48%,22.06M,49.18%,2.66,20.59,18.23%,0.86%,26.92,54.91,61.34%,0.20 (0.36%),-,-,0.63%,-0.13%,1.88,0.20 (0.36%),0.75,3.86%,2.23%,103.75%,1.46,"May 12, 2025",1.45,-88.78%,-1.00%,69.55,3.24%,4.51%,22053,0.38,-14.79%,0.64%,3.25,50.75,Yes / Yes,0.36,-175.22%,12.80%,1.68,54.85,2.66%,20.70%,-11.29%,May 01 AMC,8.86M,54.84,5.97%,19.30%,39.34%,"

","14,932,689",-0.02%,X
Wynn Resorts Ltd,Consumer Cyclical,Resorts & Casinos,USA,NASD,S&P 500,23.82,3.66,22.27%,105.87M,0.70%,9.13B,15.84,5.51,1.92%,81.27M,-9.80%,429.61M,-,1.25,66.80%,7.85%,2.17%,6.97B,1.31,-18.69%,-2.69%,2.39,-6.62%,-3.41,-,12.60%,3.28%,6.38M,-3.55%,19.80,4.41,-2.33%,-,65.25,107.81,1.30%,1.01 (1.16%),11.97,30.52%,3.98%,-19.04%,1.37,1.00 (1.15%),1.05,1.52%,33.77%,33.76%,2.73,"May 16, 2025",1.08,-48.66%,15.09%,49.90,3.66%,2.20%,28000,-,-0.08%,6.17%,1.63,105.57,Yes / Yes,-,-46.88%,22.97%,0.50,88.60,-2.05%,-16.30%,-8.72%,May 06 AMC,2.66M,87.28,-1.14%,3.29%,-0.04%,"

","1,324,954",-1.49%,WYNN
Weyerhaeuser Co,Real Estate,REIT - Specialty,USA,NYSE,S&P 500,51.62,0.50,0.42%,725.67M,-6.20%,18.76B,28.03,0.92,0.00%,722.26M,-3.18%,365.00M,1.80,0.19,90.11%,1.64%,-13.36%,7.09B,2.65,17.30%,1.36%,2.99,-14.90%,13.29,1.95,48.48%,2.19%,11.86M,-10.85%,0.77,33.45,28.71%,3.71%,24.10,34.03,-8.10%,0.77 (2.96%),69.75,-,2.49%,-23.97%,1.16,0.82 (3.17%),1.26,1.68%,25.31%,7.34%,0.62,"May 30, 2025",2.04,-54.29%,9.96%,43.42,1.38%,1.61%,9440,0.54,-6.56%,5.15%,1.57,33.82,Yes / Yes,0.52,-26.79%,147.28%,0.80,26.70,-0.23%,13.52%,-1.84%,Apr 24 AMC,3.97M,25.87,-1.52%,-0.56%,-12.31%,"

","3,194,576",-3.11%,WY
"Wolverine World Wide, Inc",Consumer Cyclical,Footwear & Accessories,USA,NYSE,RUT,19.65,0.89,1.96%,81.04M,-7.24%,1.41B,12.60,1.38,3.08%,79.46M,1.81%,71.20M,0.71,0.23,106.67%,10.66%,29.88%,1.77B,0.80,22.18%,6.22%,5.54,-26.39%,3.83,4.55,24.37%,4.03%,8.47M,35.85%,1.31,13.26,27.53%,25.29%,9.58,24.64,-21.49%,0.40 (2.31%),12.75,-16.72%,7.18%,-29.26%,1.73,0.40 (2.29%),0.77,-5.05%,43.91%,81.94%,0.74,"Jul 01, 2025",1.26,195.95%,5.25%,54.12,4.35%,3.19%,3100,2.77,-13.05%,4.02%,1.30,20.78,Yes / Yes,2.19,172.08%,69.11%,0.51,17.88,4.16%,64.23%,4.41%,May 08 BMO,1.53M,17.43,0.18%,16.14%,-0.66%,"

","778,394",-2.52%,WWW
Woodward Inc,Industrials,Aerospace & Defense,USA,NASD,-,38.22,6.19,5.60%,59.55M,2.98%,14.08B,31.33,7.55,-3.76%,56.17M,12.77%,381.41M,2.68,1.62,90.77%,1.64%,28.06%,3.36B,4.19,3.83%,2.12%,1.69,34.24%,39.25,6.03,19.04%,8.61%,0.92M,28.08%,6.12,38.66,14.28%,16.35%,145.98,238.54,42.15%,1.09 (0.46%),44.64,8.34%,13.39%,-0.83%,1.24,1.06 (0.45%),1.30,2.77%,25.83%,62.06%,5.54,"May 22, 2025",1.95,8.41%,12.86%,71.17,1.10%,1.89%,9300,0.40,4.96%,11.36%,2.33,236.78,Yes / Yes,0.22,13.53%,16.65%,0.84,234.94,5.80%,15.88%,5.78%,Apr 28 AMC,544.78K,236.57,5.28%,17.94%,29.92%,"

","459,083",0.69%,WWD
Wave Life Sciences Ltd,Healthcare,Biotechnology,Singapore,NASD,RUT,-,-0.84,20.14%,154.09M,-8.85%,1.02B,-,-1.11,-0.67%,123.09M,4.11%,-112.33M,-,-0.26,81.46%,12.21%,-32.69%,104.94M,9.68,-51.95%,3.13%,10.47,-52.42%,1.11,5.91,-4.65%,-42.90%,15.03M,1.70%,1.58,4.18,-2.44%,-105.50%,4.25,16.74,-46.73%,-,-,34.27%,-57.49%,-60.62%,-1.04,-,2.95,46.62%,91.76%,55.06%,0.39,-,2.95,-57.17%,-119.83%,46.71,1.88%,3.44%,288,0.13,-7.06%,-107.04%,1.23,20.38,Yes / Yes,0.09,-18.15%,-,0.43,6.85,-23.04%,-11.75%,-26.82%,May 08 BMO,1.44M,6.59,0.37%,0.72%,-34.21%,"

","622,259",-3.80%,WVE
TeraWulf Inc,Financial,Capital Markets,USA,NASD,RUT,-,-0.33,25.12%,383.73M,-12.61%,1.52B,-,-0.12,0.00%,287.97M,1.54%,-124.81M,-,-0.06,51.09%,33.03%,33.45%,132.02M,11.51,-60.85%,2.82%,2.48,-47.54%,0.42,9.41,64.14%,-20.09%,95.12M,-2.95%,0.57,6.92,-,-56.12%,2.06,9.30,-30.21%,-,-,12.89%,-18.85%,-57.53%,3.13,-,1.90,51.38%,-0.78%,91.75%,0.35,"Dec 18, 2012",1.90,-34.27%,-87.64%,50.94,7.18%,6.12%,12,2.89,31.85%,-94.54%,1.17,6.96,Yes / Yes,2.89,-370.09%,-,1.08,4.33,-16.65%,-128.57%,-18.92%,May 09 BMO,38.36M,3.95,-1.96%,16.95%,-17.40%,"

","41,578,147",-8.78%,WULF
Western Union Company,Financial,Credit Services,USA,NYSE,-,3.13,2.69,0.82%,332.10M,-9.16%,2.79B,4.55,1.85,0.00%,327.83M,-15.19%,915.00M,0.66,0.45,97.50%,8.70%,-21.65%,4.14B,0.67,1.87%,1.21%,4.01,-22.66%,2.83,2.98,4.49%,11.16%,28.54M,-32.34%,3.90,2.16,4.73%,136.84%,8.52,13.11,-20.47%,0.95 (11.21%),6.47,2.20%,27.07%,-35.72%,0.70,0.94 (11.15%),0.29,-4.45%,32.98%,-1.06%,0.24,"Jun 16, 2025",0.29,59.60%,17.19%,23.58,2.49%,1.64%,9100,2.97,-5.16%,22.12%,3.60,10.58,Yes / Yes,2.60,-11.80%,34.32%,1.73,8.65,-0.99%,0.69%,-6.30%,Apr 23 AMC,7.12M,8.43,-9.07%,-12.14%,-20.85%,"

","12,351,669",-2.54%,WU
Willis Towers Watson Public Limited Co,Financial,Insurance Brokers,United Kingdom,NASD,S&P 500,-,-0.51,0.45%,99.21M,0.32%,29.53B,15.67,19.00,-3.64%,98.70M,-4.53%,-53.00M,-,2.64,95.26%,1.38%,-11.10%,9.81B,3.01,-1.64%,-0.99%,2.03,-3.43%,81.98,3.63,14.12%,-0.18%,1.36M,16.39%,15.20,19.59,8.54%,-0.60%,254.44,344.14,-4.93%,3.64 (1.22%),22.73,-,-0.40%,-13.47%,0.70,3.56 (1.20%),1.16,1.91%,77.78%,17.04%,5.88,"Jun 30, 2025",1.16,-103.64%,21.74%,38.78,1.38%,1.09%,48900,0.73,2.42%,-0.54%,1.80,364.06,Yes / Yes,0.65,27.36%,-,0.97,297.83,-2.61%,-2.51%,-5.08%,Apr 24 BMO,670.70K,297.79,-3.01%,-3.92%,-4.58%,"

","651,195",-0.01%,WTW
Select Water Solutions Inc,Energy,Oil & Gas Equipment & Services,USA,NYSE,RUT,27.05,0.34,10.94%,103.88M,4.02%,1.12B,11.72,0.80,-0.75%,92.62M,9.26%,35.26M,0.54,0.12,86.43%,4.68%,-3.92%,1.46B,0.77,75.78%,-2.21%,2.94,-33.24%,7.63,1.22,50.78%,2.49%,4.33M,-11.07%,0.23,40.17,50.47%,4.51%,7.20,15.14,-29.61%,0.28 (3.00%),113.40,54.15%,3.30%,-38.44%,1.20,0.27 (2.90%),1.67,2.37%,15.03%,29.44%,0.35,"May 06, 2025",1.83,-46.51%,4.85%,63.60,1.21%,2.00%,3700,0.37,-4.91%,2.42%,1.00,15.20,Yes / Yes,0.35,123.74%,83.00%,0.46,9.17,3.22%,26.78%,2.14%,May 06 AMC,1.48M,9.32,8.39%,9.87%,-17.06%,"

","685,255",1.64%,WTTR
"Watts Water Technologies, Inc",Industrials,Specialty Industrial Machinery,USA,NYSE,RUT,27.54,8.73,18.97%,27.43M,-1.94%,8.03B,24.27,9.91,-0.32%,27.04M,-1.47%,292.60M,4.53,2.63,81.72%,3.26%,13.50%,2.24B,3.58,4.73%,0.02%,4.10,9.15%,53.09,4.53,6.80%,12.11%,0.88M,25.21%,10.09,23.83,6.08%,17.61%,175.37,248.17,18.31%,1.90 (0.79%),24.06,17.72%,14.86%,-3.08%,1.13,1.81 (0.75%),1.53,7.07%,47.65%,37.15%,4.71,"May 30, 2025",2.46,8.17%,18.07%,55.23,1.05%,1.19%,4800,0.11,3.89%,13.07%,2.80,230.80,Yes / Yes,0.11,1.93%,18.98%,0.75,241.22,1.94%,11.89%,-2.26%,May 07 AMC,214.87K,240.52,-0.43%,7.42%,13.90%,"

","160,144",-0.29%,WTS
Essential Utilities Inc,Utilities,Utilities - Regulated Water,USA,NYSE,-,16.63,2.23,0.27%,280.34M,-3.14%,10.39B,16.63,2.23,-1.01%,279.57M,-4.63%,613.33M,2.52,0.29,77.76%,1.44%,-6.65%,2.26B,4.60,6.49%,-2.07%,2.37,-5.17%,23.35,1.59,6.21%,3.47%,4.02M,0.30%,0.07,499.97,6.60%,9.78%,33.18,41.78,2.04%,1.34 (3.61%),-,15.84%,4.38%,-11.30%,0.79,1.30 (3.51%),0.57,18.58%,42.45%,11.69%,0.75,"May 13, 2025",0.65,5.65%,38.35%,36.99,1.02%,1.07%,3291,1.20,16.41%,27.17%,1.55,45.75,Yes / Yes,1.17,6.03%,58.32%,1.34,37.38,11.64%,28.22%,28.03%,May 12 BMO,1.69M,37.06,-3.01%,-5.31%,-3.19%,"

","2,270,964",-0.86%,WTRG
"White Mountains Insurance Group, Ltd",Financial,Insurance - Property & Casualty,USA,NYSE,-,152.52,11.47,3.21%,2.57M,-2.00%,4.50B,15.21,115.00,0.00%,2.49M,-3.43%,27.40M,-,18.50,89.90%,2.14%,-6.23%,2.17B,2.07,22.51%,1.63%,3.02,-10.84%,1752.17,1.00,4.55%,0.29%,0.05M,-0.21%,-,-,-,0.61%,1666.22,2023.00,-10.06%,-,7.08,-7.13%,0.53%,-13.52%,0.36,1.00 (0.06%),-,20.18%,-,4.99%,28.43,"Mar 17, 2025",1.34,-94.77%,13.40%,42.35,1.07%,1.14%,893,0.15,-4.09%,1.26%,-,-,No / Yes,0.15,-85.68%,1.11%,0.93,1762.25,-,194.21%,-7.99%,May 07 BMO,17.67K,1749.44,-2.27%,-1.38%,-4.99%,"

","16,460",-0.73%,WTM
Wintrust Financial Corp,Financial,Banks - Regional,USA,NASD,-,11.59,10.11,2.03%,66.92M,-4.74%,7.85B,10.42,11.25,-2.49%,65.57M,-4.12%,668.83M,1.94,2.60,96.63%,2.75%,4.70%,4.03B,1.95,4.05%,4.17%,3.98,-11.93%,92.47,1.27,4.87%,1.13%,1.81M,25.72%,-,-,5.99%,11.58%,89.10,142.04,-5.97%,1.95 (1.67%),11.50,11.32%,6.17%,-17.45%,0.81,1.90 (1.62%),-,17.26%,-,31.60%,2.74,"May 08, 2025",0.13,4.65%,23.74%,45.87,0.81%,1.50%,5903,0.64,7.10%,16.60%,1.36,136.50,Yes / Yes,0.64,-6.85%,17.46%,0.63,118.23,-0.06%,8.18%,6.59%,Apr 21 AMC,453.39K,117.26,-2.25%,2.67%,-1.45%,"

","287,815",-0.82%,WTFC
WisdomTree Inc,Financial,Asset Management,USA,NYSE,RUT,27.60,0.37,8.70%,147.03M,0.70%,1.49B,13.51,0.75,-0.71%,128.16M,4.97%,54.50M,-,0.17,79.50%,11.26%,19.18%,439.00M,3.39,-48.20%,-2.56%,9.80,-12.22%,2.91,3.48,7.45%,7.10%,14.43M,4.65%,1.74,5.82,-,16.50%,7.47,12.45,-3.52%,-,12.33,43.20%,11.90%,-18.63%,1.10,0.12 (1.18%),3.70,9.90%,49.70%,35.61%,0.26,"May 14, 2025",3.80,-,32.70%,60.44,2.56%,1.74%,315,1.23,-,15.80%,2.33,11.96,Yes / Yes,1.23,25.40%,31.60%,1.28,10.39,0.05%,1.01%,11.70%,May 02 BMO,1.47M,10.13,3.40%,10.28%,3.28%,"

","1,881,969",-2.50%,WT
"West Pharmaceutical Services, Inc",Healthcare,Medical Instruments & Supplies,USA,NYSE,S&P 500,34.24,6.37,0.64%,71.80M,-4.23%,15.67B,30.65,7.11,0.00%,71.39M,0.66%,467.20M,5.38,1.52,97.83%,2.99%,-7.00%,2.90B,5.41,-6.81%,-0.07%,2.58,-34.24%,37.37,5.84,13.09%,12.94%,2.13M,-35.16%,5.63,38.76,6.36%,17.42%,187.43,352.33,-33.43%,0.51 (0.23%),51.05,15.84%,15.74%,-38.11%,1.09,0.83 (0.38%),2.03,9.43%,34.66%,16.34%,6.15,"Jul 30, 2025",2.77,-16.35%,20.64%,50.77,1.76%,1.71%,10600,0.11,-1.14%,16.13%,1.44,274.50,Yes / Yes,0.11,-20.73%,12.27%,0.54,224.30,1.80%,18.13%,0.42%,Apr 24 BMO,827.31K,218.06,0.92%,2.49%,-20.54%,"

","444,411",-2.78%,WST
Whitestone REIT,Real Estate,REIT - Retail,USA,NYSE,RUT,20.37,0.60,13.45%,50.89M,-1.91%,1.25B,29.10,0.42,0.17%,44.05M,-3.22%,31.25M,-,0.08,63.84%,0.82%,-14.98%,156.07M,8.03,-52.31%,-1.49%,1.45,-14.62%,8.47,1.45,23.30%,2.78%,0.36M,-7.85%,0.16,74.96,-12.64%,7.33%,11.77,15.36,-13.06%,0.54 (4.38%),26.63,4.73%,2.91%,-19.79%,0.90,0.52 (4.20%),2.02,5.19%,47.41%,4.63%,0.26,"Jul 01, 2025",2.02,24.45%,35.62%,44.73,0.80%,1.13%,72,1.49,4.39%,20.03%,1.29,15.07,Yes / Yes,1.49,-61.03%,70.46%,1.07,12.24,-3.62%,-19.26%,1.48%,Apr 30 AMC,250.24K,12.32,-0.04%,-2.62%,-9.42%,"

","266,698",0.65%,WSR
Watsco Inc,Industrials,Industrial Distribution,USA,NYSE,-,32.58,13.02,14.24%,40.51M,-5.68%,17.29B,27.42,15.48,-0.26%,34.74M,-13.79%,490.96M,3.81,4.83,90.06%,6.89%,-16.71%,7.58B,2.28,6.83%,2.61%,8.19,-17.04%,73.17,5.80,8.92%,11.14%,2.39M,-12.59%,10.60,40.03,8.55%,18.91%,426.89,571.41,-10.47%,10.85 (2.56%),37.58,15.38%,16.30%,-25.75%,1.05,11.10 (2.62%),1.36,9.81%,26.40%,-0.61%,10.53,"Apr 15, 2025",3.28,1.09%,9.68%,32.11,0.93%,1.64%,7295,0.17,3.92%,6.47%,2.94,495.50,Yes / Yes,0.13,-11.13%,81.20%,0.79,429.63,-7.46%,-14.78%,-2.17%,Apr 23 BMO,292.37K,424.29,-4.79%,-9.01%,-13.24%,"

","232,204",-1.24%,WSO
"Williams-Sonoma, Inc",Consumer Cyclical,Specialty Retail,USA,NYSE,S&P 500,17.76,8.83,3.89%,122.98M,-0.74%,19.30B,17.34,9.05,-3.23%,118.22M,-9.73%,1.12B,5.40,1.77,91.99%,5.41%,-8.91%,7.78B,2.48,-2.82%,-1.68%,2.40,-18.00%,17.57,8.93,5.98%,21.65%,6.40M,-2.32%,8.51,18.43,3.29%,51.10%,125.33,219.98,-15.26%,2.60 (1.66%),19.07,31.36%,33.83%,-28.66%,1.47,2.37 (1.51%),0.73,5.51%,46.26%,25.21%,5.58,"Jul 18, 2025",1.51,8.57%,18.41%,45.92,1.65%,2.12%,19600,0.63,1.64%,14.35%,2.48,181.89,Yes / Yes,0.53,-8.88%,25.89%,0.62,158.15,3.79%,-11.23%,4.20%,May 22 BMO,2.67M,156.93,-2.10%,0.01%,-5.81%,"

","1,659,774",-0.77%,WSM
WSFS Financial Corp,Financial,Banks - Regional,USA,NASD,RUT,11.45,4.45,1.23%,57.69M,-5.60%,2.89B,10.23,4.98,-1.02%,56.08M,-7.40%,263.81M,-,1.12,93.97%,3.01%,-2.19%,1.39B,2.07,4.87%,-1.53%,4.70,-12.49%,46.31,1.10,8.17%,1.28%,1.69M,16.25%,-,-,-,10.25%,42.44,62.75,-4.14%,0.67 (1.32%),15.27,8.01%,8.43%,-18.84%,0.86,0.62 (1.22%),-,15.20%,-,20.00%,1.33,"May 09, 2025",0.08,-0.30%,25.05%,39.96,1.04%,1.57%,2309,0.18,5.06%,18.92%,2.20,62.00,Yes / Yes,0.17,3.29%,13.59%,0.85,51.32,-0.16%,8.03%,-4.19%,Apr 24 AMC,359.27K,50.93,-3.57%,-1.67%,-4.29%,"

","304,926",-0.76%,WSFS
WillScot Holdings Corp,Industrials,Rental & Leasing Services,USA,NASD,-,289.69,0.09,2.90%,183.11M,-8.22%,4.77B,13.80,1.89,-1.59%,177.10M,-12.73%,14.94M,19.80,0.35,115.10%,9.30%,-12.75%,2.37B,2.01,-3.93%,3.60%,5.62,-27.13%,5.52,4.73,20.95%,0.25%,16.47M,-32.41%,0.06,446.24,14.63%,1.28%,21.91,43.80,-21.88%,0.22 (0.86%),18.18,-,0.31%,-40.34%,1.26,0.14 (0.54%),0.76,17.63%,50.56%,19.26%,1.00,"Jun 04, 2025",0.83,-94.12%,24.63%,40.07,1.33%,2.14%,4500,3.84,-0.77%,0.63%,2.00,36.11,Yes / Yes,3.75,-20.22%,0.00%,0.61,26.47,0.78%,-12.63%,-4.71%,May 01 AMC,2.93M,26.13,-5.05%,-1.62%,-21.70%,"

","1,793,700",-1.28%,WSC
"Wesbanco, Inc",Financial,Banks - Regional,USA,NASD,RUT,19.55,1.53,2.38%,95.67M,-5.62%,2.87B,7.75,3.87,0.02%,93.40M,-6.72%,96.70M,-,0.87,70.56%,2.14%,-6.11%,1.01B,2.83,41.24%,36.97%,3.30,-14.95%,38.02,0.79,17.05%,0.47%,2.00M,13.57%,-,-,-,3.38%,25.99,37.36,-7.90%,1.49 (4.98%),25.91,-4.40%,1.72%,-19.78%,0.88,1.47 (4.90%),-,9.56%,-,15.31%,0.68,"Jun 06, 2025",0.07,-35.93%,15.62%,41.54,1.01%,1.61%,2195,0.52,17.74%,9.53%,1.86,37.57,Yes / Yes,0.49,-126.93%,64.26%,0.62,30.24,-2.20%,16.03%,31.86%,Apr 29 AMC,604.32K,29.97,-2.92%,-0.67%,-6.70%,"

","376,924",-0.89%,WSBC
