Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
XPeng Inc ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-0.75,2.73%,775.87M,-3.75%,14.93B,105.82,0.18,0.00%,755.00M,-7.41%,-705.84M,-,-0.13,14.82%,3.90%,-24.14%,6.94B,2.15,78.06%,12.18%,2.95,36.09%,4.46,4.32,197.10%,-6.06%,29.43M,142.50%,6.80,2.83,-,-15.52%,6.60,27.16,62.69%,-,-,-1.37%,-12.22%,-29.20%,2.57,-,1.07,76.03%,14.88%,191.36%,0.86,-,1.21,49.81%,-14.08%,45.42,4.07%,4.32%,15364,0.58,50.45%,-10.17%,1.56,21.39,Yes / Yes,0.36,52.40%,-,0.94,20.43,6.02%,53.90%,138.52%,May 21 BMO,9.98M,19.23,-4.05%,-2.39%,23.77%,"

","9,339,858",-5.87%,XPEV
XPEL Inc,Consumer Cyclical,Auto Parts,USA,NASD,RUT,21.59,1.71,22.30%,27.66M,1.12%,1.02B,15.85,2.33,-0.08%,21.50M,-4.71%,47.41M,-,0.51,82.00%,10.12%,20.70%,434.10M,2.36,6.46%,6.81%,8.89,-17.86%,8.51,4.35,32.92%,17.14%,2.17M,-6.18%,0.85,43.51,-2.27%,22.48%,24.25,48.58,-7.31%,-,20.36,26.59%,18.86%,-23.80%,1.86,-,1.51,26.47%,42.24%,52.66%,1.23,-,4.29,-1.37%,14.06%,57.48,1.41%,2.19%,1143,0.09,8.37%,10.92%,1.67,46.00,Yes / Yes,0.07,28.61%,0.00%,0.38,37.66,6.58%,13.43%,15.21%,May 06 BMO,244.67K,37.02,0.98%,14.40%,-3.95%,"

","92,921",-1.70%,XPEL
XP Inc,Financial,Capital Markets,Brazil,NASD,-,12.76,1.55,31.40%,428.02M,-0.25%,10.40B,10.24,1.93,0.00%,361.50M,6.48%,841.66M,0.95,0.42,59.52%,3.76%,42.04%,3.15B,3.30,12.09%,-7.02%,1.62,46.91%,6.91,2.85,14.96%,1.44%,13.59M,5.85%,2.73,7.24,13.44%,21.71%,10.82,20.64,66.50%,0.98 (4.98%),1.23,23.61%,18.04%,-4.41%,1.18,0.65 (3.29%),0.18,18.93%,69.45%,82.35%,0.62,"Dec 10, 2024",0.18,1.33%,33.46%,62.35,3.49%,1.74%,7442,3.88,-2.79%,26.68%,1.33,22.17,Yes / Yes,0.27,4.79%,0.04%,1.03,20.62,-2.10%,4.58%,-9.35%,May 20 AMC,8.41M,19.73,2.35%,17.30%,25.10%,"

","8,666,125",-4.32%,XP
Exxon Mobil Corp,Energy,Oil & Gas Integrated,USA,NYSE,S&P 500,14.52,7.56,0.11%,4.31B,7.76%,472.90B,14.11,7.78,-0.09%,4.30B,0.25%,33.17B,1.93,1.49,66.29%,1.01%,0.98%,339.74B,1.39,-16.52%,0.18%,2.52,-2.81%,60.96,1.80,19.59%,8.00%,43.64M,-2.96%,4.30,25.55,7.53%,14.18%,97.80,126.34,2.01%,4.00 (3.65%),16.78,18.47%,11.22%,-13.15%,0.47,3.92 (3.57%),0.90,5.83%,22.20%,12.20%,2.22,"May 15, 2025",1.24,-7.18%,11.60%,63.75,0.88%,1.19%,61000,0.14,2.36%,9.76%,1.94,122.72,Yes / Yes,0.12,-14.19%,49.00%,1.01,109.31,-3.73%,0.80%,-0.20%,May 02 BMO,17.30M,109.73,4.76%,3.78%,-2.02%,"

","17,444,963",0.38%,XOM
Xometry Inc,Industrials,Specialty Industrial Machinery,USA,NASD,RUT,-,-0.99,14.56%,48.99M,-8.95%,1.63B,46.44,0.69,-1.50%,43.30M,5.17%,-48.86M,-,0.04,89.63%,10.99%,36.07%,573.81M,2.84,814.86%,-0.35%,7.02,-2.07%,6.14,5.23,142.06%,-7.07%,4.76M,126.02%,4.57,7.04,-,-15.50%,11.08,45.33,-24.66%,-,-,-8.00%,-8.16%,-29.10%,0.84,-,3.69,46.72%,36.57%,190.07%,1.88,-,3.74,27.83%,-8.85%,48.40,3.51%,3.45%,1088,0.95,19.35%,-8.52%,1.80,34.89,Yes / Yes,0.93,12.40%,-,0.90,33.82,1.91%,484.62%,23.05%,May 06 BMO,677.95K,32.14,-5.60%,11.93%,14.26%,"

","611,390",-4.97%,XMTR
Xenia Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,NYSE,RUT,54.96,0.22,0.74%,98.70M,2.84%,1.22B,65.15,0.19,0.00%,97.97M,-0.08%,22.77M,-,0.29,95.58%,3.62%,0.00%,1.06B,1.15,107.60%,-2.11%,3.68,-24.06%,12.25,1.00,-39.32%,0.79%,3.54M,-13.98%,1.84,6.67,-,1.83%,8.55,16.50,-17.16%,0.54 (4.39%),22.38,-20.52%,0.86%,-25.39%,1.67,0.50 (4.06%),2.07,-1.99%,12.35%,43.98%,0.34,"Jun 30, 2025",2.07,12.66%,8.81%,58.08,1.32%,1.73%,46,1.19,3.57%,2.15%,1.83,13.80,Yes / Yes,1.19,85.44%,311.49%,0.72,12.36,4.95%,166.43%,8.01%,May 02 BMO,963.95K,12.31,1.85%,9.69%,-9.81%,"

","692,259",-0.40%,XHR
XChange Tec.Inc. ADR,Financial,Insurance Brokers,China,NASD,-,-,-,6.04%,1.00M,-17.90%,1.33M,-,-,3.95%,0.94M,-47.22%,-,-,-,0.09%,8.32%,-91.89%,-,-,-,-,0.20,-96.67%,-2628.17,-,-,-,0.08M,-99.50%,1.20,1.11,-,-,1.25,1200.00,-92.29%,-,-,86.14%,-,-99.89%,-0.80,-,0.02,-25.95%,-,6.40%,0.37,-,0.03,169.04%,-,31.07,3.62%,6.49%,38,-,-,-,-,53.75,No / Yes,-,-,-,0.05,1.35,-2.58%,87.91%,-,-,388.75K,1.33,-14.03%,-62.64%,-97.77%,"

","20,903",-1.48%,XHG
Xenon Pharmaceuticals Inc,Healthcare,Biotechnology,Canada,NASD,-,-,-3.22,3.06%,76.59M,6.74%,2.52B,-,-4.39,-3.04%,74.39M,10.81%,-251.45M,-,-0.99,97.49%,4.53%,-6.77%,7.50M,335.58,-33.46%,0.74%,3.43,-22.00%,9.19,3.57,-9.40%,-30.25%,3.37M,-14.23%,7.16,4.58,-13.72%,-31.60%,26.74,46.00,-16.33%,-,-,-14.28%,-35.35%,-28.70%,1.10,-,17.66,-,65.07%,22.66%,1.44,-,17.66,-18.58%,-3906.60%,56.11,1.29%,2.06%,327,0.01,-100.00%,-3352.61%,1.05,55.06,Yes / Yes,0.01,-33.82%,-,1.08,32.26,176.31%,7.39%,-,May 12 AMC,980.06K,32.80,7.35%,-0.00%,-13.54%,"

","1,058,572",1.67%,XENE
"Xcel Energy, Inc",Utilities,Utilities - Regulated Electric,USA,NASD,"NDX, S&P 500",20.36,3.39,0.23%,576.55M,0.73%,39.84B,16.71,4.13,0.16%,575.45M,1.11%,1.93B,2.40,0.66,86.69%,1.54%,0.59%,13.73B,2.90,8.99%,1.23%,2.30,-0.06%,34.35,2.01,8.33%,2.79%,8.85M,25.04%,2.14,32.23,8.48%,10.26%,51.97,73.38,2.30%,2.30 (3.33%),-,5.44%,3.86%,-5.87%,0.38,2.21 (3.20%),0.70,3.15%,22.29%,32.90%,1.23,"Jun 13, 2025",0.80,2.14%,17.75%,47.80,1.01%,1.38%,11380,1.63,-0.44%,14.06%,1.89,77.00,Yes / Yes,1.53,-4.63%,63.69%,0.67,68.25,-0.67%,-8.80%,7.16%,Apr 24 BMO,3.84M,69.07,-0.95%,-1.01%,2.17%,"

","2,567,890",1.20%,XEL
United States Steel Corp,Basic Materials,Steel,USA,NYSE,-,182.32,0.29,1.70%,226.42M,1.42%,12.16B,17.38,3.09,0.00%,222.58M,28.52%,97.00M,10.00,0.51,97.12%,9.91%,43.15%,15.16B,0.80,-16.41%,12.09%,2.64,37.58%,49.63,1.08,72.75%,0.48%,22.06M,41.16%,2.66,20.17,18.23%,0.86%,26.92,54.24,58.02%,0.20 (0.37%),-,-,0.63%,-0.98%,1.87,0.20 (0.37%),0.75,3.86%,2.23%,99.55%,1.42,"May 12, 2025",1.45,-88.78%,-1.00%,71.44,0.98%,4.44%,22053,0.38,-14.79%,0.64%,3.08,50.75,Yes / Yes,0.36,-175.22%,12.80%,0.59,53.48,2.66%,20.70%,-11.29%,May 01 AMC,8.35M,53.71,7.82%,19.03%,37.32%,"

","4,965,273",0.43%,X
Wynn Resorts Ltd,Consumer Cyclical,Resorts & Casinos,USA,NASD,S&P 500,23.77,3.66,22.27%,105.87M,4.60%,9.10B,15.80,5.51,1.92%,81.27M,-10.04%,429.61M,-,1.25,66.80%,7.85%,4.61%,6.97B,1.31,-18.69%,-2.84%,2.40,-9.25%,-3.41,-,12.60%,3.28%,6.38M,-6.25%,19.80,4.40,-2.33%,-,65.25,107.81,1.06%,1.01 (1.16%),11.94,30.52%,3.98%,-19.24%,1.37,1.00 (1.15%),1.05,1.52%,33.77%,33.44%,2.56,"May 16, 2025",1.08,-48.66%,15.09%,48.86,1.21%,1.66%,28000,-,-0.08%,6.17%,1.63,105.57,Yes / Yes,-,-46.88%,22.97%,0.51,87.52,-2.05%,-16.30%,-8.72%,May 06 AMC,2.66M,87.07,-3.08%,3.92%,-0.11%,"

","1,360,370",-0.51%,WYNN
Weyerhaeuser Co,Real Estate,REIT - Specialty,USA,NYSE,S&P 500,54.47,0.50,0.42%,725.67M,2.25%,19.80B,29.58,0.92,0.00%,722.26M,2.29%,365.00M,1.90,0.19,90.10%,1.64%,-5.70%,7.09B,2.79,17.30%,1.44%,2.98,-13.99%,13.29,2.05,48.48%,2.19%,11.86M,-7.05%,0.77,35.29,28.71%,3.71%,24.10,34.03,-3.02%,0.77 (2.81%),73.61,-,2.49%,-19.76%,1.16,0.82 (3.00%),1.26,1.68%,25.31%,13.28%,0.60,"May 30, 2025",2.04,-54.29%,9.96%,60.71,1.29%,1.44%,9440,0.54,-6.56%,5.15%,1.57,33.82,Yes / Yes,0.52,-26.79%,147.28%,0.59,27.36,-0.23%,13.52%,-1.84%,Apr 24 AMC,3.98M,27.30,3.86%,4.63%,-7.66%,"

","2,332,020",-0.22%,WY
"Wolverine World Wide, Inc",Consumer Cyclical,Footwear & Accessories,USA,NYSE,RUT,20.82,0.89,1.96%,81.04M,7.20%,1.50B,13.35,1.38,3.08%,79.46M,9.43%,71.20M,0.76,0.23,106.67%,10.66%,39.01%,1.77B,0.84,22.18%,6.20%,5.55,-18.28%,3.83,4.82,24.37%,4.03%,8.47M,43.43%,1.31,14.05,27.53%,25.29%,9.58,24.64,-16.85%,0.40 (2.18%),13.50,-16.72%,7.18%,-25.08%,1.73,0.40 (2.17%),0.77,-5.05%,43.91%,92.69%,0.72,"Jul 01, 2025",1.26,195.95%,5.25%,65.50,3.08%,2.74%,3100,2.77,-13.05%,4.02%,1.30,20.78,Yes / Yes,2.19,172.08%,69.11%,0.66,18.29,4.16%,64.23%,4.41%,May 08 BMO,1.53M,18.46,6.70%,25.53%,5.57%,"

","1,008,059",0.93%,WWW
Woodward Inc,Industrials,Aerospace & Defense,USA,NASD,-,37.96,6.19,5.60%,59.55M,0.69%,13.98B,31.54,7.45,-3.76%,56.17M,15.55%,381.41M,2.94,1.62,90.77%,1.64%,32.85%,3.36B,4.16,3.69%,2.13%,1.70,30.72%,39.25,5.99,17.58%,8.61%,0.92M,28.37%,6.12,38.39,12.89%,16.35%,145.98,236.87,41.18%,1.09 (0.46%),44.33,8.34%,13.39%,-0.81%,1.24,1.06 (0.45%),1.30,2.77%,25.83%,60.95%,5.82,"May 22, 2025",1.95,8.41%,12.86%,72.70,1.54%,1.86%,9300,0.40,4.96%,11.36%,2.38,232.40,Yes / Yes,0.22,13.53%,16.65%,1.13,233.05,5.80%,15.88%,5.78%,Apr 28 AMC,541.13K,234.95,6.26%,19.29%,29.77%,"

","611,168",0.82%,WWD
Wave Life Sciences Ltd,Healthcare,Biotechnology,Singapore,NASD,RUT,-,-0.84,20.14%,154.09M,6.67%,1.11B,-,-1.11,-0.57%,123.09M,12.68%,-112.33M,-,-0.26,81.46%,12.21%,-29.89%,104.94M,10.58,-51.95%,3.12%,10.31,-52.51%,1.11,6.46,-4.65%,-42.90%,15.03M,22.03%,1.58,4.57,-2.44%,-105.50%,4.25,16.74,-41.79%,-,-,34.27%,-57.49%,-56.98%,-1.04,-,2.95,46.62%,91.76%,69.41%,0.41,-,2.95,-57.17%,-119.83%,59.55,2.03%,3.18%,288,0.13,-7.06%,-107.04%,1.23,20.38,Yes / Yes,0.09,-18.15%,-,0.53,7.19,-23.04%,-11.75%,-26.82%,May 08 BMO,1.46M,7.20,10.75%,10.10%,-28.00%,"

","777,983",0.14%,WVE
TeraWulf Inc,Financial,Capital Markets,USA,NASD,RUT,-,-0.33,25.53%,383.73M,11.23%,1.64B,-,-0.12,0.00%,287.18M,11.23%,-124.81M,-,-0.06,51.09%,33.12%,42.47%,132.02M,12.41,-60.85%,3.01%,2.46,-41.56%,0.42,10.15,64.14%,-20.09%,95.12M,37.86%,0.57,7.46,-,-56.12%,2.06,9.30,-24.73%,-,-,12.89%,-18.85%,-54.19%,3.13,-,1.90,51.38%,-0.78%,106.80%,0.34,"Dec 18, 2012",1.90,-34.27%,-87.64%,58.26,3.34%,5.85%,12,2.89,31.85%,-94.54%,1.17,6.96,Yes / Yes,2.89,-370.09%,-,0.77,4.41,-16.65%,-128.57%,-18.92%,May 09 BMO,38.61M,4.26,6.91%,29.25%,-11.03%,"

","29,765,534",-3.40%,WULF
Western Union Company,Financial,Credit Services,USA,NYSE,-,3.39,2.69,0.82%,332.10M,-1.83%,3.02B,4.93,1.85,0.00%,327.83M,-5.97%,915.00M,0.72,0.45,97.50%,8.70%,-13.38%,4.14B,0.73,1.88%,1.31%,4.11,-16.47%,2.83,3.23,4.46%,11.16%,28.54M,-28.50%,3.90,2.34,4.73%,136.84%,9.00,13.11,-13.87%,0.95 (10.35%),7.01,2.20%,27.07%,-30.39%,0.71,0.94 (10.30%),0.29,-4.45%,32.98%,1.44%,0.22,"Jun 16, 2025",0.29,59.60%,17.19%,35.80,0.88%,1.22%,9100,2.97,-5.16%,22.12%,3.60,10.72,Yes / Yes,2.60,-11.80%,34.32%,1.28,9.25,-0.99%,0.69%,-6.30%,Apr 23 AMC,6.95M,9.13,-3.53%,-5.93%,-14.69%,"

","8,872,729",-1.30%,WU
Willis Towers Watson Public Limited Co,Financial,Insurance Brokers,United Kingdom,NASD,S&P 500,-,-0.51,0.45%,99.21M,-2.13%,29.85B,15.85,19.00,-3.64%,98.70M,-1.02%,-53.00M,-,2.64,95.27%,1.38%,-5.64%,9.81B,3.04,-1.64%,-0.99%,2.03,-3.56%,81.98,3.67,14.12%,-0.18%,1.36M,17.80%,15.20,19.81,8.54%,-0.60%,253.03,344.14,-3.87%,3.64 (1.21%),22.98,-,-0.40%,-12.50%,0.70,3.56 (1.18%),1.16,1.91%,77.78%,19.00%,6.28,"Jun 30, 2025",1.16,-103.64%,21.74%,40.92,1.86%,1.18%,48900,0.73,2.42%,-0.54%,1.80,364.06,Yes / Yes,0.65,27.36%,-,0.76,295.96,-2.61%,-2.51%,-5.08%,Apr 24 BMO,670.22K,301.11,-2.62%,-3.39%,-3.47%,"

","508,528",1.74%,WTW
Select Water Solutions Inc,Energy,Oil & Gas Equipment & Services,USA,NYSE,RUT,26.70,0.34,10.94%,103.88M,6.85%,1.11B,11.57,0.80,-0.75%,92.62M,6.11%,35.26M,0.53,0.12,86.43%,4.68%,-1.81%,1.46B,0.76,75.78%,-2.21%,2.91,-34.75%,7.63,1.21,50.78%,2.49%,4.33M,-14.10%,0.23,39.66,50.47%,4.51%,7.20,15.14,-30.51%,0.28 (3.04%),111.94,54.15%,3.30%,-39.23%,1.20,0.27 (2.93%),1.67,2.37%,15.03%,27.78%,0.35,"May 06, 2025",1.83,-46.51%,4.85%,62.23,1.96%,2.02%,3700,0.37,-4.91%,2.42%,1.00,15.20,Yes / Yes,0.35,123.74%,83.00%,0.64,9.28,3.22%,26.78%,2.14%,May 06 AMC,1.49M,9.20,8.30%,8.08%,-18.37%,"

","946,308",-0.86%,WTTR
"Watts Water Technologies, Inc",Industrials,Specialty Industrial Machinery,USA,NYSE,RUT,27.69,8.73,18.97%,27.43M,0.44%,8.07B,24.40,9.91,-0.32%,27.04M,-0.63%,292.60M,4.55,2.63,81.72%,3.26%,17.18%,2.24B,3.60,4.73%,0.02%,4.11,11.03%,53.09,4.56,6.80%,12.11%,0.88M,29.68%,10.09,23.97,6.08%,17.61%,175.37,248.17,18.96%,1.90 (0.79%),24.20,17.72%,14.86%,-2.55%,1.13,1.81 (0.75%),1.53,7.07%,47.65%,37.91%,4.96,"May 30, 2025",2.46,8.17%,18.07%,58.17,0.64%,1.19%,4800,0.11,3.89%,13.07%,2.80,230.80,Yes / Yes,0.11,1.93%,18.98%,1.17,244.80,1.94%,11.89%,-2.26%,May 07 AMC,214.06K,241.85,-0.11%,9.27%,14.92%,"

","251,387",-1.21%,WTS
Essential Utilities Inc,Utilities,Utilities - Regulated Water,USA,NYSE,-,17.21,2.23,0.27%,280.34M,1.86%,10.75B,17.22,2.23,-1.01%,279.57M,2.51%,613.33M,2.61,0.29,77.77%,1.44%,-1.99%,2.26B,4.76,6.49%,2.46%,2.40,-1.21%,23.35,1.64,6.21%,3.47%,4.02M,3.82%,0.07,517.50,6.60%,9.78%,33.18,41.78,5.62%,1.34 (3.49%),-,15.84%,4.38%,-8.19%,0.80,1.30 (3.39%),0.57,18.58%,42.45%,15.61%,0.72,"May 13, 2025",0.65,5.65%,38.35%,47.58,0.61%,1.30%,3291,1.20,16.41%,27.17%,1.58,45.75,Yes / Yes,1.17,6.03%,58.32%,0.81,38.10,11.64%,28.22%,28.03%,May 12 BMO,1.68M,38.36,-0.09%,-2.35%,0.14%,"

","1,359,999",0.68%,WTRG
"White Mountains Insurance Group, Ltd",Financial,Insurance - Property & Casualty,USA,NYSE,-,154.26,11.47,3.21%,2.57M,-1.53%,4.55B,15.39,115.00,0.00%,2.49M,-0.82%,27.40M,-,18.50,89.90%,2.14%,-4.73%,2.17B,2.10,22.51%,1.62%,3.01,-10.51%,1752.17,1.01,4.55%,0.29%,0.05M,2.45%,-,-,-,0.61%,1666.22,2023.00,-9.03%,-,7.16,-7.13%,0.53%,-12.53%,0.36,1.00 (0.06%),-,20.18%,-,6.19%,28.87,"Mar 17, 2025",1.34,-94.77%,13.40%,45.62,1.26%,1.18%,893,0.15,-4.09%,1.26%,-,-,No / Yes,0.15,-85.68%,1.11%,1.09,1755.04,-,194.21%,-7.99%,May 07 BMO,17.73K,1769.43,-1.51%,-0.47%,-3.92%,"

","19,290",0.82%,WTM
Wintrust Financial Corp,Financial,Banks - Regional,USA,NASD,-,11.88,10.11,2.03%,66.92M,1.02%,8.04B,10.70,11.22,-2.49%,65.57M,-1.69%,668.83M,2.01,2.60,96.55%,2.75%,11.45%,4.03B,2.00,4.03%,4.11%,3.98,-9.74%,92.47,1.30,4.63%,1.13%,1.81M,27.71%,-,-,5.91%,11.58%,89.10,142.04,-3.70%,1.95 (1.63%),11.78,11.32%,6.17%,-15.45%,0.82,1.90 (1.58%),-,17.26%,-,34.79%,2.83,"May 08, 2025",0.13,4.65%,23.74%,52.84,1.12%,1.44%,5903,0.64,7.10%,16.60%,1.36,136.36,Yes / Yes,0.64,-6.85%,17.46%,0.86,120.98,-0.06%,8.18%,6.59%,Apr 21 AMC,453.63K,120.10,-0.43%,5.94%,1.08%,"

","392,284",-0.73%,WTFC
WisdomTree Inc,Financial,Asset Management,USA,NYSE,RUT,27.90,0.37,8.70%,147.03M,4.81%,1.51B,13.91,0.74,-0.71%,128.13M,7.45%,54.50M,-,0.17,79.50%,11.27%,23.37%,439.00M,3.43,-48.20%,-2.94%,9.76,-8.73%,2.91,3.52,6.67%,7.10%,14.43M,6.44%,1.74,5.89,-,16.50%,7.47,12.45,-2.48%,-,12.46,43.20%,11.90%,-17.75%,1.09,0.12 (1.17%),3.70,9.90%,49.70%,37.08%,0.25,"May 14, 2025",3.80,-,32.70%,70.01,1.31%,1.47%,315,1.23,-,15.80%,2.17,11.79,Yes / Yes,1.23,25.40%,31.60%,1.31,10.31,0.05%,1.01%,11.70%,May 02 BMO,1.48M,10.24,5.36%,12.71%,4.40%,"

","1,935,435",-0.68%,WT
"West Pharmaceutical Services, Inc",Healthcare,Medical Instruments & Supplies,USA,NYSE,S&P 500,35.32,6.37,0.64%,71.80M,2.90%,16.16B,31.61,7.11,0.00%,71.39M,4.19%,467.20M,5.55,1.52,97.83%,2.99%,0.53%,2.90B,5.58,-6.81%,-0.12%,2.50,-30.19%,37.37,6.02,13.09%,12.94%,2.13M,-29.68%,5.63,39.98,6.36%,17.42%,187.43,352.33,-31.34%,0.51 (0.22%),52.65,15.84%,15.74%,-36.16%,1.09,0.83 (0.37%),2.03,9.43%,34.66%,20.00%,6.25,"Jul 30, 2025",2.77,-16.35%,20.64%,60.51,1.42%,1.67%,10600,0.11,-1.14%,16.13%,1.44,274.50,Yes / Yes,0.11,-20.73%,12.27%,0.47,224.01,1.80%,18.13%,0.42%,Apr 24 BMO,853.26K,224.91,4.56%,5.90%,-18.40%,"

","396,940",0.40%,WST
Whitestone REIT,Real Estate,REIT - Retail,USA,NYSE,RUT,20.54,0.60,13.45%,50.89M,1.31%,1.26B,29.34,0.42,0.17%,44.05M,-1.27%,31.25M,-,0.08,63.84%,0.82%,-13.15%,156.07M,8.09,-52.31%,-1.49%,1.43,-13.57%,8.47,1.47,23.30%,2.78%,0.36M,-4.83%,0.16,75.57,-12.64%,7.33%,11.77,15.36,-12.35%,0.54 (4.35%),26.84,4.73%,2.91%,-19.14%,0.90,0.52 (4.17%),2.02,5.19%,47.41%,5.48%,0.25,"Jul 01, 2025",2.02,24.45%,35.62%,47.01,0.98%,1.30%,72,1.49,4.39%,20.03%,1.29,15.07,Yes / Yes,1.49,-61.03%,70.46%,0.75,12.44,-3.62%,-19.26%,1.48%,Apr 30 AMC,253.51K,12.42,0.30%,-2.66%,-8.81%,"

","189,392",-0.16%,WSR
Watsco Inc,Industrials,Industrial Distribution,USA,NYSE,-,34.02,13.02,14.25%,40.51M,0.17%,17.95B,28.63,15.48,-0.26%,34.74M,-7.93%,490.96M,3.98,4.83,90.07%,6.89%,-9.84%,7.58B,2.37,6.83%,2.06%,8.17,-15.17%,73.17,6.06,8.92%,11.14%,2.39M,-4.32%,10.66,41.56,8.55%,18.91%,430.20,571.41,-6.49%,10.85 (2.45%),39.02,15.38%,16.30%,-22.45%,1.05,11.10 (2.50%),1.36,9.81%,26.40%,3.01%,10.69,"Apr 15, 2025",3.28,1.09%,9.68%,40.79,0.93%,1.74%,7295,0.17,3.92%,6.47%,2.94,495.50,Yes / Yes,0.13,-11.13%,81.20%,0.75,445.81,-7.46%,-14.78%,-2.17%,Apr 23 BMO,293.14K,443.13,-2.46%,-5.80%,-9.52%,"

","219,489",-0.60%,WSO
"Williams-Sonoma, Inc",Consumer Cyclical,Specialty Retail,USA,NYSE,S&P 500,17.52,8.83,3.89%,122.98M,-2.01%,19.04B,17.09,9.06,-3.23%,118.22M,-11.25%,1.12B,5.33,1.77,91.99%,5.41%,-6.22%,7.78B,2.45,-2.82%,-2.02%,2.39,-18.59%,17.57,8.81,6.03%,21.65%,6.40M,4.27%,8.51,18.18,3.29%,51.10%,125.33,219.98,-16.40%,2.60 (1.68%),18.81,31.36%,33.83%,-29.63%,1.47,2.37 (1.53%),0.73,5.51%,46.26%,23.52%,5.47,"Apr 17, 2025",1.51,8.57%,18.41%,41.76,1.02%,2.04%,19600,0.63,1.64%,14.35%,2.48,182.17,Yes / Yes,0.53,-8.88%,25.89%,0.43,155.58,3.79%,-11.23%,4.20%,May 22 BMO,2.67M,154.81,-4.93%,-1.05%,-6.90%,"

","1,157,588",-0.49%,WSM
WSFS Financial Corp,Financial,Banks - Regional,USA,NASD,RUT,11.93,4.45,1.23%,57.69M,2.33%,3.01B,10.66,4.98,-1.02%,56.08M,-3.65%,263.81M,-,1.12,93.96%,3.01%,4.86%,1.39B,2.16,4.87%,-1.53%,4.68,-10.29%,46.31,1.15,8.17%,1.28%,1.69M,24.02%,-,-,-,10.25%,42.44,62.75,-0.09%,0.67 (1.27%),15.91,8.01%,8.43%,-15.41%,0.86,0.62 (1.17%),-,15.20%,-,25.07%,1.35,"May 09, 2025",0.08,-0.30%,25.05%,50.67,1.12%,1.48%,2309,0.18,5.06%,18.92%,2.20,62.00,Yes / Yes,0.17,3.29%,13.59%,0.75,53.22,-0.16%,8.03%,-4.19%,Apr 24 AMC,360.44K,53.08,-0.59%,2.75%,-0.32%,"

","269,935",-0.26%,WSFS
WillScot Holdings Corp,Industrials,Rental & Leasing Services,USA,NASD,-,307.76,0.09,2.88%,183.11M,1.09%,5.06B,14.66,1.89,-1.65%,177.16M,-8.38%,14.94M,21.04,0.35,115.10%,9.29%,-2.94%,2.37B,2.14,-3.93%,3.60%,5.49,-28.08%,5.52,5.03,20.95%,0.25%,16.47M,-27.14%,0.06,474.08,14.63%,1.28%,21.91,43.80,-17.01%,0.22 (0.81%),19.32,-,0.31%,-36.62%,1.26,0.14 (0.50%),0.76,17.63%,50.56%,26.70%,0.99,"Jun 04, 2025",0.83,-94.12%,24.63%,50.48,1.04%,2.08%,4500,3.84,-0.77%,0.63%,2.00,36.11,Yes / Yes,3.75,-20.22%,0.00%,0.51,28.21,0.78%,-12.63%,-4.71%,May 01 AMC,3.00M,27.76,-0.83%,4.60%,-17.27%,"

","1,542,752",-1.60%,WSC
"Wesbanco, Inc",Financial,Banks - Regional,USA,NASD,RUT,20.44,1.53,2.38%,95.67M,2.99%,3.00B,8.10,3.87,0.02%,93.40M,-3.09%,96.70M,-,0.87,70.56%,2.14%,1.33%,1.01B,2.95,41.24%,36.94%,3.26,-11.60%,38.02,0.82,17.05%,0.47%,2.00M,20.73%,-,-,-,3.38%,25.93,37.36,-3.72%,1.49 (4.76%),27.09,-4.40%,1.72%,-16.14%,0.88,1.47 (4.69%),-,9.56%,-,20.83%,0.68,"Jun 06, 2025",0.07,-35.93%,15.62%,53.84,1.30%,1.49%,2195,0.52,17.74%,9.53%,1.86,37.57,Yes / Yes,0.49,-126.93%,64.26%,0.80,31.70,-2.20%,16.03%,31.86%,Apr 29 AMC,611.95K,31.33,0.53%,4.06%,-2.55%,"

","491,148",-1.17%,WSBC
