Company,Sector,Industry,Country,Exchange,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROIC,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility W,Volatility M,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
XPeng Inc ADR,Consumer Cyclical,Auto Manufacturers,China,NYSE,-,-,-0.75,2.73%,775.87M,4.33%,15.90B,113.48,0.18,0.00%,755.00M,4.33%,-705.84M,-,-0.13,14.82%,3.56%,-22.25%,6.94B,2.29,78.02%,12.18%,2.55,63.32%,4.46,4.60,196.42%,-6.06%,26.90M,144.98%,6.80,3.01,-,-15.52%,6.60,27.16,73.27%,-,-,-1.37%,-12.22%,-24.59%,2.57,-,1.07,76.03%,14.88%,210.30%,0.85,-,1.21,49.81%,-14.08%,53.30,2.78%,4.13%,15364,0.58,50.45%,-10.17%,1.56,21.39,Yes / Yes,0.36,52.40%,-,0.39,20.16,6.02%,53.90%,138.52%,May 21 BMO,10.55M,20.48,1.68%,3.74%,32.91%,"

","4,095,065",1.59%,XPEV
XPEL Inc,Consumer Cyclical,Auto Parts,USA,NASD,RUT,22.02,1.71,22.30%,27.66M,1.75%,1.04B,16.17,2.33,-0.08%,21.50M,2.83%,47.41M,-,0.51,82.00%,9.97%,24.59%,434.10M,2.41,6.46%,6.81%,8.54,-16.07%,8.51,4.43,32.92%,17.14%,2.14M,-4.53%,0.85,44.36,-2.27%,22.48%,24.25,48.58,-5.48%,-,20.76,26.59%,18.86%,-22.29%,1.86,-,1.51,26.47%,42.24%,55.67%,1.33,-,4.29,-1.37%,14.06%,62.15,0.48%,2.32%,1143,0.09,8.37%,10.92%,1.67,46.00,Yes / Yes,0.07,28.61%,0.00%,0.29,37.56,6.58%,13.43%,15.21%,May 06 BMO,251.12K,37.75,2.74%,17.83%,-2.23%,"

","72,147",0.49%,XPEL
XP Inc,Financial,Capital Markets,Brazil,NASD,-,12.90,1.55,31.40%,428.02M,3.31%,10.52B,10.36,1.93,0.00%,361.50M,11.70%,841.66M,0.94,0.42,59.54%,4.49%,33.42%,3.15B,3.33,12.80%,-7.02%,1.91,47.63%,6.91,2.89,14.96%,1.44%,16.23M,4.23%,2.73,7.32,13.68%,21.71%,10.82,20.39,68.44%,0.98 (4.92%),1.24,23.61%,18.04%,-2.11%,1.17,0.65 (3.26%),0.18,18.93%,69.45%,84.47%,0.56,"Dec 10, 2024",0.18,1.33%,33.46%,73.15,1.51%,1.43%,7442,3.88,-2.79%,26.68%,1.33,22.17,Yes / Yes,0.27,4.79%,0.04%,0.49,19.50,-2.10%,4.58%,-9.35%,May 20 AMC,8.51M,19.96,4.33%,20.45%,26.62%,"

","4,168,700",2.36%,XP
Exxon Mobil Corp,Energy,Oil & Gas Integrated,USA,NYSE,S&P 500,14.19,7.56,0.11%,4.31B,3.29%,462.08B,13.79,7.78,-0.09%,4.30B,-0.08%,33.17B,1.88,1.49,66.29%,1.05%,-1.78%,339.74B,1.36,-16.62%,0.18%,2.60,-6.59%,60.96,1.76,19.73%,8.00%,45.13M,-5.92%,4.30,24.96,7.53%,14.18%,97.80,126.34,-0.33%,4.00 (3.73%),16.40,18.47%,11.22%,-15.13%,0.46,3.92 (3.66%),0.90,5.83%,22.20%,9.63%,2.19,"May 15, 2025",1.24,-7.18%,11.60%,57.60,1.32%,1.12%,61000,0.14,2.36%,9.76%,1.94,122.72,Yes / Yes,0.12,-14.19%,49.00%,0.79,104.97,-3.73%,0.80%,-0.20%,May 02 BMO,17.34M,107.22,2.41%,1.05%,-4.31%,"

","13,723,943",2.14%,XOM
Xometry Inc,Industrials,Specialty Industrial Machinery,USA,NASD,RUT,-,-0.99,14.56%,48.99M,-1.98%,1.71B,48.62,0.69,-1.36%,43.30M,10.33%,-48.86M,-,0.04,89.63%,11.26%,42.34%,573.81M,2.97,814.86%,-0.35%,7.76,6.76%,6.14,5.48,142.06%,-7.07%,4.88M,124.93%,4.57,7.37,-,-15.50%,11.08,45.33,-21.12%,-,-,-8.00%,-8.16%,-25.77%,0.85,-,3.69,46.72%,36.57%,203.70%,1.90,-,3.74,27.83%,-8.85%,54.15,5.40%,3.83%,1088,0.95,19.35%,-8.52%,1.80,34.89,Yes / Yes,0.93,12.40%,-,5.83,36.20,1.91%,484.62%,23.05%,May 06 BMO,628.45K,33.65,-0.78%,18.51%,20.20%,"

","3,666,643",-7.04%,XMTR
Xenia Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,USA,NYSE,RUT,55.89,0.22,0.74%,98.70M,2.79%,1.24B,66.26,0.19,0.00%,97.97M,8.30%,22.77M,-,0.29,95.58%,2.77%,-2.72%,1.06B,1.17,107.60%,-2.11%,2.74,-22.04%,12.25,1.02,-39.32%,0.79%,2.72M,-12.93%,1.84,6.79,-,1.83%,8.55,16.50,-15.75%,0.54 (4.31%),22.77,-20.52%,0.86%,-24.12%,1.67,0.50 (3.99%),2.07,-1.99%,12.35%,46.43%,0.36,"Jun 30, 2025",2.07,12.66%,8.81%,63.24,0.64%,1.70%,46,1.19,3.57%,2.15%,1.83,13.80,Yes / Yes,1.19,85.44%,311.49%,0.45,12.33,4.95%,166.43%,8.01%,May 02 BMO,991.69K,12.52,3.63%,11.79%,-8.36%,"

","447,010",1.54%,XHR
XChange Tec.Inc. ADR,Financial,Insurance Brokers,China,NASD,-,-,-,0.27%,1.00M,-8.11%,1.36M,-,-,-,1.00M,-30.43%,-,-,-,0.09%,23.43%,-91.57%,-,-,-,-,0.60,-96.06%,-2628.17,-,-,-,0.23M,-99.57%,1.20,1.13,-,-,1.29,1200.00,-92.11%,-,-,86.14%,-,-99.89%,-0.80,-,0.02,-25.95%,-,5.43%,0.41,-,0.03,169.04%,-,31.44,8.43%,8.67%,38,-,-,-,-,53.75,No / Yes,-,-,-,0.07,1.46,-2.58%,87.91%,-,-,387.58K,1.36,-17.02%,-67.06%,-97.85%,"

","27,780",-6.85%,XHG
Xenon Pharmaceuticals Inc,Healthcare,Biotechnology,Canada,NASD,-,-,-3.22,3.06%,76.59M,4.69%,2.47B,-,-4.39,-3.04%,74.39M,-8.17%,-251.45M,-,-0.99,97.49%,4.67%,-7.48%,7.50M,329.03,-33.46%,0.74%,3.58,-22.34%,9.19,3.50,-9.40%,-30.25%,3.47M,-14.99%,7.16,4.49,-13.72%,-31.60%,26.74,46.00,-17.96%,-,-,-14.28%,-35.35%,-30.09%,1.10,-,17.66,-,65.07%,20.27%,1.46,-,17.66,-18.58%,-3906.60%,52.81,1.56%,4.83%,327,0.01,-100.00%,-3352.61%,1.05,55.06,Yes / Yes,0.01,-33.82%,-,0.53,31.45,176.31%,7.39%,-,May 12 AMC,970.22K,32.16,6.25%,-1.90%,-15.38%,"

","514,936",2.26%,XENE
"Xcel Energy, Inc",Utilities,Utilities - Regulated Electric,USA,NASD,"NDX, S&P 500",20.33,3.39,0.23%,576.55M,-0.53%,39.77B,16.69,4.13,0.16%,575.45M,-2.34%,1.93B,2.40,0.66,86.67%,1.63%,0.33%,13.73B,2.90,8.99%,1.23%,2.42,-2.68%,34.35,2.01,8.33%,2.79%,9.39M,25.79%,2.14,32.18,8.48%,10.26%,51.97,73.38,2.13%,2.30 (3.33%),-,5.44%,3.86%,-6.02%,0.38,2.21 (3.21%),0.70,3.15%,22.29%,32.69%,1.28,"Jun 13, 2025",0.80,2.14%,17.75%,46.28,0.47%,1.35%,11380,1.63,-0.44%,14.06%,1.89,77.00,Yes / Yes,1.53,-4.63%,63.69%,0.55,68.38,-0.67%,-8.80%,7.16%,Apr 24 BMO,3.88M,68.96,-1.09%,-1.29%,2.13%,"

","2,124,171",0.85%,XEL
United States Steel Corp,Basic Materials,Steel,USA,NYSE,-,182.93,0.29,1.70%,226.42M,0.24%,12.20B,17.44,3.09,0.00%,222.58M,27.01%,97.00M,10.03,0.51,97.13%,8.29%,45.41%,15.16B,0.80,-16.41%,12.09%,2.18,38.71%,49.63,1.09,72.75%,0.48%,18.44M,40.63%,2.66,20.24,18.23%,0.86%,26.92,54.24,58.55%,0.20 (0.37%),-,-,0.63%,-0.65%,1.88,0.20 (0.37%),0.75,3.86%,2.23%,100.22%,1.54,"May 12, 2025",1.45,-88.78%,-1.00%,73.41,1.30%,4.45%,22053,0.38,-14.79%,0.64%,3.08,50.75,Yes / Yes,0.36,-175.22%,12.80%,0.50,53.14,2.66%,20.70%,-11.29%,May 01 AMC,8.44M,53.89,10.82%,20.65%,38.34%,"

","4,204,148",1.41%,X
Wynn Resorts Ltd,Consumer Cyclical,Resorts & Casinos,USA,NASD,S&P 500,23.66,3.66,22.27%,105.87M,-1.23%,9.06B,15.73,5.51,1.92%,81.27M,-1.43%,429.61M,-,1.25,66.83%,8.72%,-0.81%,6.97B,1.30,-18.69%,-2.84%,2.66,-8.19%,-3.41,-,12.60%,3.28%,7.09M,-6.28%,19.80,4.38,-2.33%,-,65.25,107.81,0.59%,1.01 (1.17%),11.89,30.52%,3.98%,-19.61%,1.37,1.00 (1.15%),1.05,1.52%,33.77%,32.83%,2.67,"May 16, 2025",1.08,-48.66%,15.09%,47.79,2.56%,1.72%,28000,-,-0.08%,6.17%,1.63,105.07,Yes / Yes,-,-46.88%,22.97%,0.49,84.70,-2.05%,-16.30%,-8.72%,May 06 AMC,2.67M,86.67,-4.57%,3.65%,-0.45%,"

","1,307,521",2.33%,WYNN
Weyerhaeuser Co,Real Estate,REIT - Specialty,USA,NYSE,S&P 500,55.03,0.50,0.42%,725.67M,6.65%,20.00B,29.88,0.92,0.00%,722.26M,5.23%,365.00M,1.92,0.19,90.13%,1.68%,-6.76%,7.09B,2.82,17.30%,1.44%,3.02,-10.92%,13.29,2.08,48.48%,2.19%,12.12M,-7.33%,0.77,35.66,28.71%,3.71%,24.10,34.03,-2.02%,0.77 (2.78%),74.36,-,2.49%,-18.94%,1.16,0.82 (2.97%),1.26,1.68%,25.31%,14.44%,0.61,"May 30, 2025",2.04,-54.29%,9.96%,64.74,0.84%,1.58%,9440,0.54,-6.56%,5.15%,1.57,33.82,Yes / Yes,0.52,-26.79%,147.28%,0.65,27.01,-0.23%,13.52%,-1.84%,Apr 24 AMC,4.02M,27.58,5.31%,5.40%,-6.82%,"

","2,591,982",2.11%,WY
"Wolverine World Wide, Inc",Consumer Cyclical,Footwear & Accessories,USA,NYSE,RUT,21.19,0.89,1.96%,81.04M,11.91%,1.52B,13.59,1.38,3.08%,79.46M,22.89%,71.20M,0.77,0.23,106.67%,11.12%,38.06%,1.77B,0.86,22.18%,6.20%,5.76,-18.23%,3.83,4.90,24.37%,4.03%,8.83M,43.22%,1.31,14.30,27.53%,25.29%,9.58,24.64,-15.36%,0.40 (2.14%),13.74,-16.72%,7.18%,-23.74%,1.73,0.40 (2.13%),0.77,-5.05%,43.91%,96.14%,0.71,"Jul 01, 2025",1.26,195.95%,5.25%,70.15,1.64%,2.72%,3100,2.77,-13.05%,4.02%,1.30,20.78,Yes / Yes,2.19,172.08%,69.11%,0.75,18.63,4.16%,64.23%,4.41%,May 08 BMO,1.53M,18.79,9.68%,29.32%,7.79%,"

","1,157,217",0.86%,WWW
Woodward Inc,Industrials,Aerospace & Defense,USA,NASD,-,37.11,6.19,5.60%,59.55M,-0.41%,13.67B,30.84,7.45,-3.63%,56.17M,16.91%,381.41M,2.88,1.62,90.77%,1.98%,29.11%,3.36B,4.07,3.69%,2.13%,2.06,26.69%,39.25,5.85,17.58%,8.61%,1.11M,26.17%,6.12,37.54,12.89%,16.35%,145.98,236.87,38.04%,1.09 (0.47%),43.35,8.34%,13.39%,-3.02%,1.24,1.06 (0.46%),1.30,2.77%,25.83%,57.36%,5.84,"May 22, 2025",1.95,8.41%,12.86%,69.15,1.13%,1.86%,9300,0.40,4.96%,11.36%,2.38,228.90,Yes / Yes,0.22,13.53%,16.65%,1.19,234.56,5.80%,15.88%,5.78%,Apr 28 AMC,538.49K,229.72,5.29%,17.81%,27.40%,"

","640,738",-2.06%,WWD
Wave Life Sciences Ltd,Healthcare,Biotechnology,Singapore,NASD,RUT,-,-0.84,20.14%,154.09M,11.23%,1.11B,-,-1.06,-0.57%,123.09M,9.79%,-112.33M,-,-0.26,81.45%,12.55%,-30.48%,104.94M,10.62,-46.52%,3.12%,10.51,-49.93%,1.11,6.48,-3.17%,-42.90%,15.45M,20.50%,1.58,4.58,-3.18%,-105.50%,4.25,16.74,-41.55%,-,-,34.27%,-57.49%,-56.80%,-1.04,-,2.95,46.62%,91.76%,70.12%,0.43,-,2.95,-57.17%,-119.83%,60.26,3.78%,3.29%,288,0.13,-7.06%,-107.04%,1.23,20.38,Yes / Yes,0.09,-18.15%,-,0.56,7.05,-23.04%,-11.75%,-26.82%,May 08 BMO,1.47M,7.23,12.64%,10.07%,-27.59%,"

","821,331",2.55%,WVE
TeraWulf Inc,Financial,Capital Markets,USA,NASD,RUT,-,-0.33,25.53%,383.73M,19.58%,1.74B,-,-0.12,0.00%,286.38M,50.17%,-124.81M,-,-0.06,51.13%,31.89%,42.81%,132.02M,13.17,-62.20%,3.01%,2.38,-41.37%,0.42,10.77,63.52%,-20.09%,91.34M,40.81%,0.57,7.92,-,-56.12%,2.06,9.30,-20.14%,-,-,12.89%,-18.85%,-51.40%,3.13,-,1.90,51.38%,-0.78%,119.42%,0.35,"Dec 18, 2012",1.90,-34.27%,-87.64%,64.29,9.52%,6.17%,12,2.89,31.85%,-94.54%,1.17,6.83,Yes / Yes,2.89,-370.09%,-,0.87,4.53,-16.65%,-128.57%,-18.92%,May 09 BMO,38.38M,4.52,15.14%,39.73%,-5.70%,"

","33,366,680",-0.22%,WULF
Western Union Company,Financial,Credit Services,USA,NYSE,-,3.44,2.69,0.82%,332.10M,-1.38%,3.07B,5.01,1.85,0.00%,327.83M,-4.92%,915.00M,0.73,0.45,97.50%,8.24%,-15.48%,4.14B,0.74,1.88%,1.31%,3.89,-14.78%,2.83,3.28,4.46%,11.16%,27.00M,-28.17%,3.90,2.38,4.73%,136.84%,9.00,13.11,-12.45%,0.95 (10.19%),7.12,2.20%,27.07%,-29.24%,0.71,0.94 (10.13%),0.29,-4.45%,32.98%,3.11%,0.23,"Jun 16, 2025",0.29,59.60%,17.19%,39.96,1.48%,1.33%,9100,2.97,-5.16%,22.12%,3.60,10.72,Yes / Yes,2.60,-11.80%,34.32%,0.84,9.28,-0.99%,0.69%,-6.30%,Apr 23 AMC,6.94M,9.28,-2.45%,-4.92%,-13.49%,"

","5,809,230",0.00%,WU
Willis Towers Watson Public Limited Co,Financial,Insurance Brokers,United Kingdom,NASD,S&P 500,-,-0.51,0.45%,99.21M,-5.40%,29.43B,15.62,19.00,-3.64%,98.70M,-3.96%,-53.00M,-,2.64,95.30%,1.34%,-9.09%,9.81B,3.00,-1.64%,-0.99%,1.98,-10.05%,81.98,3.62,14.12%,-0.18%,1.32M,16.62%,15.20,19.53,8.54%,-0.60%,253.03,344.14,-5.24%,3.64 (1.23%),22.66,-,-0.40%,-13.75%,0.70,3.56 (1.20%),1.16,1.91%,77.78%,17.31%,6.55,"Jun 30, 2025",1.16,-103.64%,21.74%,33.88,1.34%,1.13%,48900,0.73,2.42%,-0.54%,1.80,364.06,Yes / Yes,0.65,27.36%,-,0.83,301.17,-2.61%,-2.51%,-5.08%,Apr 24 BMO,667.15K,296.83,-4.17%,-5.24%,-4.79%,"

","550,897",-1.44%,WTW
Select Water Solutions Inc,Energy,Oil & Gas Equipment & Services,USA,NYSE,RUT,26.00,0.34,10.94%,103.88M,4.92%,1.08B,11.27,0.80,-0.75%,92.62M,7.95%,35.26M,0.52,0.12,86.43%,4.25%,-7.34%,1.46B,0.74,75.78%,-2.21%,2.60,-38.63%,7.63,1.17,50.78%,2.49%,3.93M,-13.76%,0.23,38.62,50.47%,4.51%,7.20,15.14,-32.33%,0.28 (3.12%),109.02,54.15%,3.30%,-40.82%,1.19,0.27 (3.01%),1.67,2.37%,15.03%,24.44%,0.35,"May 06, 2025",1.83,-46.51%,4.85%,59.29,1.25%,1.87%,3700,0.37,-4.91%,2.42%,1.00,15.20,Yes / Yes,0.35,123.74%,83.00%,0.42,8.83,3.22%,26.78%,2.14%,May 06 AMC,1.51M,8.96,6.20%,4.61%,-20.64%,"

","629,731",1.47%,WTTR
"Watts Water Technologies, Inc",Industrials,Specialty Industrial Machinery,USA,NYSE,RUT,28.08,8.73,18.97%,27.43M,1.83%,8.19B,24.75,9.91,-0.32%,27.04M,3.71%,292.60M,4.62,2.63,81.73%,3.45%,17.33%,2.24B,3.66,4.73%,0.02%,4.37,13.85%,53.09,4.62,6.80%,12.11%,0.93M,29.84%,10.09,24.31,6.08%,17.61%,175.37,248.17,20.65%,1.90 (0.77%),24.54,17.72%,14.86%,-1.16%,1.13,1.81 (0.74%),1.53,7.07%,47.65%,39.86%,5.08,"May 30, 2025",2.46,8.17%,18.07%,64.35,0.70%,1.22%,4800,0.11,3.89%,13.07%,2.80,230.80,Yes / Yes,0.11,1.93%,18.98%,0.34,245.25,1.94%,11.89%,-2.26%,May 07 AMC,213.48K,245.28,1.37%,11.59%,16.85%,"

","73,021",0.01%,WTS
Essential Utilities Inc,Utilities,Utilities - Regulated Water,USA,NYSE,-,17.17,2.23,0.27%,280.34M,-0.49%,10.73B,17.17,2.23,-1.01%,279.57M,-6.13%,613.33M,2.60,0.29,77.81%,1.56%,-3.51%,2.26B,4.75,6.49%,2.46%,2.56,-2.70%,23.35,1.64,6.21%,3.47%,4.36M,1.51%,0.07,516.16,6.60%,9.78%,33.18,41.78,5.34%,1.34 (3.50%),-,15.84%,4.38%,-8.43%,0.80,1.30 (3.40%),0.57,18.58%,42.45%,15.31%,0.77,"May 13, 2025",0.65,5.65%,38.35%,46.23,0.46%,1.67%,3291,1.20,16.41%,27.17%,1.58,45.75,Yes / Yes,1.17,6.03%,58.32%,0.56,37.89,11.64%,28.22%,28.03%,May 12 BMO,1.70M,38.26,-0.08%,-2.73%,-0.14%,"

","961,692",0.98%,WTRG
"White Mountains Insurance Group, Ltd",Financial,Insurance - Property & Casualty,USA,NYSE,-,155.64,11.47,3.21%,2.57M,-1.59%,4.59B,15.52,115.00,0.00%,2.49M,-0.63%,27.40M,-,18.50,89.90%,2.21%,-4.31%,2.17B,2.12,22.51%,1.62%,3.13,-10.07%,1752.17,1.02,4.55%,0.29%,0.05M,1.92%,-,-,-,0.61%,1666.22,2023.00,-8.22%,-,7.22,-7.13%,0.53%,-11.76%,0.36,1.00 (0.06%),-,20.18%,-,7.14%,29.44,"Mar 17, 2025",1.34,-94.77%,13.40%,47.93,1.25%,1.21%,893,0.15,-4.09%,1.26%,-,-,No / Yes,0.15,-85.68%,1.11%,1.90,1787.10,-,194.21%,-7.99%,May 07 BMO,17.52K,1785.16,-0.71%,0.07%,-3.08%,"

","33,265",-0.11%,WTM
Wintrust Financial Corp,Financial,Banks - Regional,USA,NASD,-,12.17,10.11,2.03%,66.92M,0.61%,8.24B,10.97,11.22,-2.49%,65.57M,5.98%,668.83M,2.06,2.60,96.55%,3.12%,13.59%,4.03B,2.04,4.03%,4.11%,4.46,-9.80%,92.47,1.33,4.63%,1.13%,2.05M,29.69%,-,-,5.91%,11.58%,89.10,142.04,-1.30%,1.95 (1.59%),12.08,11.32%,6.17%,-13.34%,0.82,1.90 (1.54%),-,17.26%,-,38.15%,2.86,"May 08, 2025",0.13,4.65%,23.74%,61.21,1.33%,1.38%,5903,0.64,7.10%,16.60%,1.36,136.36,Yes / Yes,0.64,-6.85%,17.46%,0.48,122.14,-0.06%,8.18%,6.59%,Apr 21 AMC,459.15K,123.09,1.89%,8.89%,3.73%,"

","219,226",0.78%,WTFC
WisdomTree Inc,Financial,Asset Management,USA,NYSE,RUT,27.41,0.37,8.70%,147.03M,5.45%,1.48B,13.67,0.74,-0.71%,128.13M,6.57%,54.50M,-,0.17,79.50%,11.47%,16.57%,439.00M,3.37,-48.20%,-2.94%,9.83,-12.14%,2.91,3.46,6.67%,7.10%,14.70M,2.44%,1.74,5.78,-,16.50%,7.47,12.45,-4.19%,-,12.24,43.20%,11.90%,-19.20%,1.09,0.12 (1.19%),3.70,9.90%,49.70%,34.67%,0.24,"May 14, 2025",3.80,-,32.70%,68.53,0.58%,1.41%,315,1.23,-,15.80%,2.17,11.79,Yes / Yes,1.23,25.40%,31.60%,1.19,10.02,0.05%,1.01%,11.70%,May 02 BMO,1.50M,10.06,4.36%,11.34%,2.59%,"

","1,775,525",0.40%,WT
"West Pharmaceutical Services, Inc",Healthcare,Medical Instruments & Supplies,USA,NYSE,S&P 500,35.76,6.37,0.64%,71.80M,8.10%,16.36B,32.01,7.11,0.00%,71.39M,6.87%,467.20M,5.62,1.52,97.85%,3.15%,-1.33%,2.90B,5.65,-6.81%,-0.12%,2.60,-28.44%,37.37,6.09,13.09%,12.94%,2.25M,-27.76%,5.63,40.47,6.36%,17.42%,187.43,352.33,-30.49%,0.51 (0.22%),53.30,15.84%,15.74%,-35.37%,1.09,0.83 (0.36%),2.03,9.43%,34.66%,21.49%,6.23,"Jul 30, 2025",2.77,-16.35%,20.64%,64.90,1.65%,1.98%,10600,0.11,-1.14%,16.13%,1.44,274.50,Yes / Yes,0.11,-20.73%,12.27%,0.74,223.77,1.80%,18.13%,0.42%,Apr 24 BMO,865.85K,227.70,6.51%,7.27%,-17.61%,"

","643,161",1.76%,WST
Whitestone REIT,Real Estate,REIT - Retail,USA,NYSE,RUT,20.77,0.60,13.45%,50.89M,2.20%,1.28B,29.67,0.42,0.17%,44.05M,-0.24%,31.25M,-,0.08,63.84%,0.67%,-10.86%,156.07M,8.18,-52.31%,-1.49%,1.14,-13.74%,8.47,1.48,23.30%,2.78%,0.30M,-6.41%,0.16,76.42,-12.64%,7.33%,11.77,15.36,-11.36%,0.54 (4.30%),27.15,4.73%,2.91%,-18.23%,0.90,0.52 (4.12%),2.02,5.19%,47.41%,6.67%,0.26,"Jun 02, 2025",2.02,24.45%,35.62%,51.10,0.46%,1.38%,72,1.49,4.39%,20.03%,1.29,15.07,Yes / Yes,1.49,-61.03%,70.46%,0.39,12.46,-3.62%,-19.26%,1.48%,Apr 30 AMC,260.13K,12.56,1.41%,-2.22%,-7.84%,"

","102,135",0.80%,WSR
Watsco Inc,Industrials,Industrial Distribution,USA,NYSE,-,34.54,13.02,14.25%,40.51M,1.11%,18.30B,29.07,15.48,-0.23%,34.74M,-5.47%,490.96M,4.04,4.83,90.07%,6.69%,-11.01%,7.58B,2.41,6.83%,2.06%,7.65,-14.10%,73.17,6.15,8.92%,11.14%,2.32M,-2.07%,10.61,42.39,8.55%,18.91%,430.20,571.41,-5.07%,10.85 (2.41%),39.80,15.38%,16.30%,-21.27%,1.05,11.10 (2.47%),1.36,9.81%,26.40%,4.57%,11.21,"Apr 15, 2025",3.28,1.09%,9.68%,44.40,0.85%,1.74%,7295,0.17,3.92%,6.47%,2.94,495.50,Yes / Yes,0.13,-11.13%,81.20%,0.69,444.48,-7.46%,-14.78%,-2.17%,Apr 23 BMO,303.81K,449.85,-1.75%,-4.91%,-8.22%,"

","210,289",1.21%,WSO
"Williams-Sonoma, Inc",Consumer Cyclical,Specialty Retail,USA,NYSE,S&P 500,17.90,8.83,3.89%,122.98M,-2.13%,19.45B,17.46,9.06,-3.23%,118.22M,-1.38%,1.12B,5.44,1.77,91.99%,5.83%,-9.62%,7.78B,2.50,-2.82%,-2.02%,2.53,-13.57%,17.57,9.00,6.03%,21.65%,6.89M,6.64%,8.51,18.57,3.29%,51.10%,125.33,219.98,-14.62%,2.60 (1.64%),19.21,31.36%,33.83%,-28.13%,1.48,2.37 (1.50%),0.73,5.51%,46.26%,26.15%,5.55,"Apr 17, 2025",1.51,8.57%,18.41%,45.69,0.90%,2.06%,19600,0.63,1.64%,14.35%,2.48,182.17,Yes / Yes,0.53,-8.88%,25.89%,0.39,156.74,3.79%,-11.23%,4.20%,May 22 BMO,2.73M,158.10,-3.96%,0.97%,-4.81%,"

","1,051,147",0.87%,WSM
WSFS Financial Corp,Financial,Banks - Regional,USA,NASD,RUT,12.13,4.45,1.23%,57.69M,1.51%,3.06B,10.83,4.98,-1.02%,56.08M,1.12%,263.81M,-,1.12,93.96%,3.14%,8.01%,1.39B,2.20,4.87%,-1.53%,4.81,-9.02%,46.31,1.17,8.17%,1.28%,1.76M,23.26%,-,-,-,10.25%,42.21,62.75,1.54%,0.67 (1.25%),16.17,8.01%,8.43%,-14.02%,0.87,0.62 (1.15%),-,15.20%,-,27.81%,1.40,"May 09, 2025",0.08,-0.30%,25.05%,55.73,1.11%,1.46%,2309,0.18,5.06%,18.92%,2.20,62.00,Yes / Yes,0.17,3.29%,13.59%,0.50,53.24,-0.16%,8.03%,-4.19%,Apr 24 AMC,365.73K,53.95,0.66%,4.52%,1.30%,"

","181,273",1.33%,WSFS
WillScot Holdings Corp,Industrials,Rental & Leasing Services,USA,NASD,-,315.63,0.09,2.88%,183.11M,2.37%,5.19B,15.03,1.89,-1.65%,177.14M,5.72%,14.94M,21.57,0.35,115.11%,8.01%,-5.32%,2.37B,2.19,-3.93%,3.60%,4.48,-26.42%,5.52,5.15,20.95%,0.25%,14.19M,-26.05%,0.06,486.20,14.63%,1.28%,21.91,43.80,-14.89%,0.22 (0.79%),19.81,-,0.31%,-35.00%,1.26,0.14 (0.49%),0.76,17.63%,50.56%,29.94%,1.02,"Jun 04, 2025",0.83,-94.12%,24.63%,55.96,1.43%,2.14%,4500,3.84,-0.77%,0.63%,2.00,36.11,Yes / Yes,3.75,-20.22%,0.00%,0.34,28.29,0.78%,-12.63%,-4.71%,May 01 AMC,3.17M,28.47,0.94%,7.33%,-15.41%,"

","1,069,569",0.64%,WSC
"Wesbanco, Inc",Financial,Banks - Regional,USA,NASD,RUT,20.72,1.53,2.38%,95.67M,2.87%,3.04B,8.23,3.86,0.02%,93.40M,3.13%,96.70M,-,0.87,70.55%,2.48%,3.91%,1.01B,2.99,41.03%,36.94%,3.79,-10.60%,38.02,0.84,16.97%,0.47%,2.32M,17.65%,-,-,-,3.38%,25.56,37.36,-2.41%,1.49 (4.70%),27.46,-4.40%,1.72%,-15.00%,0.88,1.47 (4.63%),-,9.56%,-,24.24%,0.71,"Jun 06, 2025",0.07,-35.93%,15.62%,58.62,0.78%,1.48%,2195,0.52,17.74%,9.53%,1.86,37.57,Yes / Yes,0.49,-126.93%,64.26%,1.41,31.24,-2.20%,16.03%,31.86%,Apr 29 AMC,612.75K,31.75,1.65%,5.57%,-1.23%,"

","865,150",1.65%,WSBC
